PolityKey,PolityName,Administrative levels,Military levels,Religious levels,Settlement hierarchy,start_year,end_year,duration_years,PC1_hier,PC2_hier,PC3_hier,PC1_squared,PC1_x_PC2,collapsed
154,JpAsuka,5.0,4.0,2.0,4.0,538.0,710.0,172.0,0.11730015117354683,-0.5173199398456199,-0.39467804773542875,0.01375932546533694,-0.06068170714898136,1
155,JpAzMom,4.0,5.0,2.0,5.0,1568.0,1603.0,35.0,0.3670133744014341,-0.6980600814437785,-0.1663143762883131,0.13469881698952726,-0.2561973860256211,1
156,JpHeian,5.0,4.0,1.0,4.0,794.0,1185.0,391.0,-0.1327889926290241,-1.013760674330584,-0.35052502935795454,0.01763291656343102,0.13461625871127844,0
157,JpKamak,6.0,4.0,2.0,5.0,1185.0,1333.0,148.0,0.6830242597430951,-0.8381482037657144,-0.817859335507198,0.46652213939760306,-0.5724755564320819,1
158,JpKofun,3.0,3.0,1.0,3.0,250.0,537.0,287.0,-1.1767115255115368,-0.5030044907315964,-0.11836389347234864,1.3846500142716882,0.5918911816279304,0
159,JpSengk,4.0,6.0,2.0,4.0,1467.0,1568.0,101.0,0.2794876901448504,-0.5671597372025772,0.4478870633696197,0.07811336894250392,-0.15851416489390868,1
160,JpTokgw,6.0,6.0,2.0,6.0,1603.0,1868.0,265.0,1.410935907283947,-1.2088162650427663,-0.3984755121739191,1.9907401344631743,-1.7055622736577074,0
161,JpYayoi,1.0,2.0,1.0,2.0,-300.0,250.0,550.0,-2.2206340583940496,0.007751692867391522,0.11379724241325716,4.931215621299628,-0.017213673191539842,0
162,KgKarKh,6.0,6.0,3.0,3.0,950.0,1212.0,262.0,0.7580620350324986,-0.07990678079834747,0.36639052543119344,0.5746580489576131,-0.06057429686489106,0
163,KgWTurk,3.0,4.0,1.0,2.0,582.0,630.0,48.0,-1.2642372097681205,-0.3721041464903951,0.4958375461855843,1.5982957225622827,0.47042790790216504,1
164,KhAngkC,5.0,6.0,4.0,6.0,1100.0,1220.0,120.0,1.646377758337547,-0.10592944873922797,-0.3332732798179604,2.7105597231485663,-0.17439988835722223,1
165,KhAngkE,5.0,6.0,4.0,5.0,802.0,1100.0,298.0,1.3453900863195407,0.10489346784725692,-0.06360026115709803,1.8100744843669012,0.14112263176137696,0
166,KhAngkL,5.0,6.0,4.0,6.0,1220.0,1432.0,212.0,1.646377758337547,-0.10592944873922797,-0.3332732798179604,2.7105597231485663,-0.17439988835722223,0
167,KhCambd,8.0,6.0,6.0,6.0,1432.0,1594.0,162.0,2.9407653555973146,0.5569359782298715,-0.8821041239056302,8.6481008766814,1.6378180300641063,1
168,KhChenl,4.0,4.0,4.0,3.0,550.0,825.0,275.0,0.05175433020914067,0.7963897930444034,-0.05980279671860776,0.002678510695396771,0.04121662032440925,0
169,KhFunaE,3.0,2.0,2.0,3.0,225.0,540.0,315.0,-1.1400843694703884,0.07335881609865148,-0.5070453328468936,1.299792369510693,-0.08363523959692526,0
170,KhFunaL,3.0,2.0,2.0,3.0,540.0,640.0,100.0,-1.1400843694703884,0.07335881609865148,-0.5070453328468936,1.299792369510693,-0.08363523959692526,1
171,MaSaadi,5.0,6.0,3.0,4.0,1554.0,1659.0,105.0,0.7943132704989632,-0.18072435005122256,0.25022577588123834,0.630933571690759,-0.14355174954798605,1
